Destination,Region,Country,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,GDP(billion euros),GDP per capita,Tourist_rank,Safty_Rank,Season,Tourism_Suitable_Percentage,Weather_Rank,Recommendation_Score,Avg_Rank,T1,S2,W3
Ibiza,Balearic Islands,Spain,Island,38.901776,1.433135,8000000,Euro,Roman Catholic,"Paella, Tapas, Ensalada Rusa",Spanish,Summer (June-September),Medium-high,"Generally safe, but be aware of pickpockets","A popular island destination known for its beaches, nightlife, and electronic music scene.","World-famous for its beaches and nightclubs, a top destination for summer parties.",,,10,3,Winter,0.951851852,4,25,0.30408046,0.310344828,0.5,0.111111111
St. Petersburg,Leningrad Oblast,Russia,City,59.934083,30.335285,8000000,Russian Ruble (RUB),Russian Orthodox,"Borscht, Pelmeni, Blini",Russian,Spring (May-June) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","Historic city known for imperial palaces, canals, and museums.",Known for its stunning architecture and cultural heritage.,,,10,3,,,10,,0.377413793,0.310344828,0.5,0.333333333
Vienna,Vienna,Austria,City,48.208171,16.373869,7500000,Euro,Roman Catholic,"Wiener Schnitzel, Sachertorte, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for its imperial palaces, classical music, and coffee houses.","A cultural capital with imperial architecture, famous museums, and vibrant cafe culture.",110.9,53000,11,1,Autumn,0.39010989,22,7,0.37045977,0.344827586,0,0.777777778
Vienna,Vienna,Austria,City,48.208171,16.373869,7500000,Euro,Roman Catholic,"Wiener Schnitzel, Sachertorte, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for its imperial palaces, classical music, and coffee houses.","A cultural capital with imperial architecture, famous museums, and vibrant cafe culture.",110.9,53000,11,1,Spring,0.315217391,21,8,0.358237548,0.344827586,0,0.740740741
Vienna,Vienna,Austria,City,48.208171,16.373869,7500000,Euro,Roman Catholic,"Wiener Schnitzel, Sachertorte, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for its imperial palaces, classical music, and coffee houses.","A cultural capital with imperial architecture, famous museums, and vibrant cafe culture.",110.9,53000,11,1,Summer,0.4375,14,15,0.272681992,0.344827586,0,0.481481481
Vienna,Vienna,Austria,City,48.208171,16.373869,7500000,Euro,Roman Catholic,"Wiener Schnitzel, Sachertorte, Apfelstrudel",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"Known for its imperial palaces, classical music, and coffee houses.","A cultural capital with imperial architecture, famous museums, and vibrant cafe culture.",110.9,53000,11,1,Winter,0.428240741,23,6,0.382681992,0.344827586,0,0.814814815
Frankfurt,Hesse,Germany,City,50.110922,8.682127,7000000,Euro,Protestant,"Frankfurter Kranz, Apfelwein, Grüne Soße",German,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"A financial center known for its skyscrapers, museums, and historic Old Town.","Home to the European Central Bank, Goethe House, and impressive modern skyline.",74.087,97270,12,1,Autumn,0.475274725,12,15,0.259616858,0.379310345,0,0.407407407
Frankfurt,Hesse,Germany,City,50.110922,8.682127,7000000,Euro,Protestant,"Frankfurter Kranz, Apfelwein, Grüne Soße",German,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"A financial center known for its skyscrapers, museums, and historic Old Town.","Home to the European Central Bank, Goethe House, and impressive modern skyline.",74.087,97270,12,1,Spring,0.381793478,15,14,0.296283525,0.379310345,0,0.518518519
Frankfurt,Hesse,Germany,City,50.110922,8.682127,7000000,Euro,Protestant,"Frankfurter Kranz, Apfelwein, Grüne Soße",German,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"A financial center known for its skyscrapers, museums, and historic Old Town.","Home to the European Central Bank, Goethe House, and impressive modern skyline.",74.087,97270,12,1,Summer,0.441123188,13,16,0.271839081,0.379310345,0,0.444444444
Frankfurt,Hesse,Germany,City,50.110922,8.682127,7000000,Euro,Protestant,"Frankfurter Kranz, Apfelwein, Grüne Soße",German,Spring (April-May) or Fall (Sept-Oct),High,Generally safe,"A financial center known for its skyscrapers, museums, and historic Old Town.","Home to the European Central Bank, Goethe House, and impressive modern skyline.",74.087,97270,12,1,Winter,0.706481481,12,17,0.259616858,0.379310345,0,0.407407407
Milan,Lombardy,Italy,City,45.464643,9.18854,7000000,Euro,Roman Catholic,"Risotto, Ossobuco, Panettone",Italian,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but watch out for pickpockets","A fashion capital known for its shopping, museums, and historical landmarks.","A modern city with an ancient soul, featuring La Scala and the Duomo di Milano.",468.77,38500,12,3,Autumn,0.630494505,2,27,0.302394636,0.379310345,0.5,0.037037037
Milan,Lombardy,Italy,City,45.464643,9.18854,7000000,Euro,Roman Catholic,"Risotto, Ossobuco, Panettone",Italian,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but watch out for pickpockets","A fashion capital known for its shopping, museums, and historical landmarks.","A modern city with an ancient soul, featuring La Scala and the Duomo di Milano.",468.77,38500,12,3,Spring,0.666666667,4,25,0.326839081,0.379310345,0.5,0.111111111
Milan,Lombardy,Italy,City,45.464643,9.18854,7000000,Euro,Roman Catholic,"Risotto, Ossobuco, Panettone",Italian,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but watch out for pickpockets","A fashion capital known for its shopping, museums, and historical landmarks.","A modern city with an ancient soul, featuring La Scala and the Duomo di Milano.",468.77,38500,12,3,Summer,0.745923913,1,28,0.290172414,0.379310345,0.5,0
Milan,Lombardy,Italy,City,45.464643,9.18854,7000000,Euro,Roman Catholic,"Risotto, Ossobuco, Panettone",Italian,Spring (April-May) or Fall (Sept-Oct),High,"Generally safe, but watch out for pickpockets","A fashion capital known for its shopping, museums, and historical landmarks.","A modern city with an ancient soul, featuring La Scala and the Duomo di Milano.",468.77,38500,12,3,Winter,0.983333333,2,27,0.302394636,0.379310345,0.5,0.037037037
Madrid,Community of Madrid,Spain,City,40.416775,-3.70379,7000000,Euro,Roman Catholic,"Tapas, Tortilla Española, Jamón Ibérico",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","The capital city, known for its world-class museums, lively atmosphere, and historical landmarks.","Home to the Prado Museum, Royal Palace, and rich Spanish history.",237.54,35041,12,3,Autumn,0.597527473,3,26,0.314616858,0.379310345,0.5,0.074074074
Madrid,Community of Madrid,Spain,City,40.416775,-3.70379,7000000,Euro,Roman Catholic,"Tapas, Tortilla Española, Jamón Ibérico",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","The capital city, known for its world-class museums, lively atmosphere, and historical landmarks.","Home to the Prado Museum, Royal Palace, and rich Spanish history.",237.54,35041,12,3,Spring,0.744112319,3,26,0.314616858,0.379310345,0.5,0.074074074
Madrid,Community of Madrid,Spain,City,40.416775,-3.70379,7000000,Euro,Roman Catholic,"Tapas, Tortilla Española, Jamón Ibérico",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","The capital city, known for its world-class museums, lively atmosphere, and historical landmarks.","Home to the Prado Museum, Royal Palace, and rich Spanish history.",237.54,35041,12,3,Summer,0.636775362,4,25,0.326839081,0.379310345,0.5,0.111111111
Madrid,Community of Madrid,Spain,City,40.416775,-3.70379,7000000,Euro,Roman Catholic,"Tapas, Tortilla Española, Jamón Ibérico",Spanish,Spring (April-May) or Fall (Sept-Oct),Medium-high,"Generally safe, but be aware of pickpockets","The capital city, known for its world-class museums, lively atmosphere, and historical landmarks.","Home to the Prado Museum, Royal Palace, and rich Spanish history.",237.54,35041,12,3,Winter,0.951851852,4,25,0.326839081,0.379310345,0.5,0.111111111
Ghent,East Flanders,Belgium,City,51.057089,3.715678,5000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its medieval architecture, art museums, and vibrant cultural life.","Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",62.123,36300,13,1,Autumn,0.529761905,9,20,0.234329502,0.413793103,0,0.296296296
Ghent,East Flanders,Belgium,City,51.057089,3.715678,5000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its medieval architecture, art museums, and vibrant cultural life.","Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",62.123,36300,13,1,Spring,0.436594203,10,19,0.246551724,0.413793103,0,0.333333333
Ghent,East Flanders,Belgium,City,51.057089,3.715678,5000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its medieval architecture, art museums, and vibrant cultural life.","Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",62.123,36300,13,1,Summer,0.38134058,17,12,0.33210728,0.413793103,0,0.592592593
Ghent,East Flanders,Belgium,City,51.057089,3.715678,5000000,Euro,Roman Catholic,"Waffles, Belgian Fries, Chocolate","Dutch, French",Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city known for its medieval architecture, art museums, and vibrant cultural life.","Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",62.123,36300,13,1,Winter,0.846759259,10,19,0.246551724,0.413793103,0,0.333333333
Naples,Campania,Italy,City,40.85133,14.25472,5000000,Euro,Roman Catholic,"Pizza, Pasta, Cannoli",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A vibrant city known for its delicious food, historical sites, and stunning coastline.","Famous for pizza, Pompeii, and proximity to the Amalfi Coast.",109.63,18500,13,3,Autumn,0.630494505,2,27,0.313773946,0.413793103,0.5,0.037037037
Naples,Campania,Italy,City,40.85133,14.25472,5000000,Euro,Roman Catholic,"Pizza, Pasta, Cannoli",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A vibrant city known for its delicious food, historical sites, and stunning coastline.","Famous for pizza, Pompeii, and proximity to the Amalfi Coast.",109.63,18500,13,3,Spring,0.666666667,4,25,0.338218391,0.413793103,0.5,0.111111111
Naples,Campania,Italy,City,40.85133,14.25472,5000000,Euro,Roman Catholic,"Pizza, Pasta, Cannoli",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A vibrant city known for its delicious food, historical sites, and stunning coastline.","Famous for pizza, Pompeii, and proximity to the Amalfi Coast.",109.63,18500,13,3,Summer,0.745923913,1,28,0.301551724,0.413793103,0.5,0
Naples,Campania,Italy,City,40.85133,14.25472,5000000,Euro,Roman Catholic,"Pizza, Pasta, Cannoli",Italian,Spring (April-May) or Fall (Sept-Oct),Medium,"Generally safe, but be aware of pickpockets","A vibrant city known for its delicious food, historical sites, and stunning coastline.","Famous for pizza, Pompeii, and proximity to the Amalfi Coast.",109.63,18500,13,3,Winter,0.983333333,2,27,0.313773946,0.413793103,0.5,0.037037037
Cologne,North Rhine-Westphalia,Germany,City,50.936662,6.959955,5000000,Euro,Protestant,"Kölsch, Himmel un Ääd, Sauerbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city on the Rhine, known for its Gothic cathedral, chocolate, and museums.",The Cologne Cathedral is a UNESCO World Heritage site and one of Germany’s most iconic landmarks.,,,13,1,Autumn,0.475274725,14,15,0.295440613,0.413793103,0,0.481481481
Cologne,North Rhine-Westphalia,Germany,City,50.936662,6.959955,5000000,Euro,Protestant,"Kölsch, Himmel un Ääd, Sauerbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city on the Rhine, known for its Gothic cathedral, chocolate, and museums.",The Cologne Cathedral is a UNESCO World Heritage site and one of Germany’s most iconic landmarks.,,,13,1,Spring,0.381793478,15,14,0.307662835,0.413793103,0,0.518518519
Cologne,North Rhine-Westphalia,Germany,City,50.936662,6.959955,5000000,Euro,Protestant,"Kölsch, Himmel un Ääd, Sauerbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city on the Rhine, known for its Gothic cathedral, chocolate, and museums.",The Cologne Cathedral is a UNESCO World Heritage site and one of Germany’s most iconic landmarks.,,,13,1,Summer,0.441123188,13,16,0.283218391,0.413793103,0,0.444444444
Cologne,North Rhine-Westphalia,Germany,City,50.936662,6.959955,5000000,Euro,Protestant,"Kölsch, Himmel un Ääd, Sauerbraten",German,Spring (April-May) or Fall (Sept-Oct),Medium,Generally safe,"A historic city on the Rhine, known for its Gothic cathedral, chocolate, and museums.",The Cologne Cathedral is a UNESCO World Heritage site and one of Germany’s most iconic landmarks.,,,13,1,Winter,0.706481481,12,17,0.270996168,0.413793103,0,0.407407407
Hamburg,Hamburg,Germany,City,53.550278,9.993681,5000000,Euro,Protestant,"Fischbrötchen, Labskaus, Rote Grütze",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its harbor, Reeperbahn district, and maritime museum.","Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",130.873,70620,13,1,Autumn,0.475274725,14,15,0.295440613,0.413793103,0,0.481481481
Hamburg,Hamburg,Germany,City,53.550278,9.993681,5000000,Euro,Protestant,"Fischbrötchen, Labskaus, Rote Grütze",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its harbor, Reeperbahn district, and maritime museum.","Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",130.873,70620,13,1,Spring,0.381793478,15,14,0.307662835,0.413793103,0,0.518518519
Hamburg,Hamburg,Germany,City,53.550278,9.993681,5000000,Euro,Protestant,"Fischbrötchen, Labskaus, Rote Grütze",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its harbor, Reeperbahn district, and maritime museum.","Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",130.873,70620,13,1,Summer,0.441123188,13,16,0.283218391,0.413793103,0,0.444444444
Hamburg,Hamburg,Germany,City,53.550278,9.993681,5000000,Euro,Protestant,"Fischbrötchen, Labskaus, Rote Grütze",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A port city known for its harbor, Reeperbahn district, and maritime museum.","Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",130.873,70620,13,1,Winter,0.706481481,12,17,0.270996168,0.413793103,0,0.407407407
Black Forest,Baden-Württemberg,Germany,Region,48.180233,8.322533,5000000,Euro,Protestant,"Black Forest cake, Spätzle, Sauerkraut",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A forested region known for its scenic landscapes, hiking trails, and traditional villages.","The Black Forest is renowned for its natural beauty, folklore, and cuckoo clocks.",,,13,1,Autumn,0.475274725,14,15,0.295440613,0.413793103,0,0.481481481
Black Forest,Baden-Württemberg,Germany,Region,48.180233,8.322533,5000000,Euro,Protestant,"Black Forest cake, Spätzle, Sauerkraut",German,Spring (April-May) or Fall (Sept-Oct),Medium-high,Generally safe,"A forested region known for its scenic landscapes, hiking trails, and traditional villages.","The Black Forest is renowned for its natural beauty, folklore, and cuckoo clocks.",,,13,1,Spring,0.381793478,15,14,0.307662835,0.413793103,0,0.518518519
